golden_id,tweet_text,true_intent,true_action,must_contain,customer_tweet_id,support_tweet_id,customer_created_at,support_text
G059,Basically ages ago I had my phone stolen and someone purchased loads of crap I don’t even want the money back just be able to download apps,purchase_refund,ESCALATE,Do not promise a refund; route account-specific purchase/refund handling safely.,2575278,2575280,Fri Nov 17 04:20:53 +0000 2017,@443545 We can certainly understand wanting to get to the bottom of this and we want to make sure you receive the best assistance. Our iTunes Support team is in the best position to assist and can be contacted from here: https://t.co/SDIe7UiyJN
G060,I purchase something wrongly and i want to refund it how can i do that ?,purchase_refund,ESCALATE,Do not promise a refund; route account-specific purchase/refund handling safely.,2619937,2619936,Fri Nov 17 09:48:39 +0000 2017,@682308 We're here to help. You may be able to get this taken care of here: https://t.co/TnACmwZbFZ
G061,no changes to subscription &amp; can not access HBONow without opening a new account. Is there a glitch?,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,460882,460881,Fri Dec 01 01:29:04 +0000 2017,@224494 Our iTunes Store team will be best able to help you sort out what's going on. You can reach out to them here: https://t.co/SDIe7UiyJN
G062,@AppleSupport how can I unsubscribe to an auto renewing app in my iPhone?,subscription,AUTO-HANDLE,Address subscription settings/cancellation and avoid unsupported billing claims.,32360,32358,Wed Nov 01 06:01:43 +0000 2017,@123168 This resource should do the trick. Check out the steps under 'Turn on Automatic Downloads': https://t.co/2oRvemLiMD
G063,hi stupid question... i have an Apple Music subscription f I download the songs for offline listening do I just pay £9.99 per month and not have to pay to eg. £0.99 for individual songs?,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,486202,486201,Fri Dec 01 11:45:18 +0000 2017,@230673 With Apple Music you will only pay the monthly subscription fee. All music that is available to Apple Music subscribers can be downloaded for offline use. Here's a great article with more information: https://t.co/dZgsEePiEK
G064,I am an apple music subscriber. I backed up my phone via iTunes and restored the phone. I had a lot of music downloaded via Apple Music and now there's nothing after the reinstall. I can't even find a way to re-download all those tracks. Please advise?,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,491487,491485,Fri Dec 01 14:00:33 +0000 2017,"@232102 When viewing music you want to download, you should see a ""+"" next to the song or album to download. Learn more here: https://t.co/p0ADuTStXR If you don't have this option let us know in a DM and we'll help with this. https://t.co/GDrqU22YpT"
G065,"I’ve inadvertently changed to the US store in AppStore now when I try to change it back in settings, I’m told to cancel my Apple Mysic subscription? Help!",subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,496801,496799,Fri Dec 01 17:49:25 +0000 2017,@233536 We'd love to help you with this. You will need to cancel your subscription and wait for it to run out in order to switch the country back as per this article: https://t.co/usOJWy6ChP
G066,"Hang on, I inadvertently hit change store on a pop up as an app wasn’t available in the UK and now I can’t change back just as easy? I need to cancel my subscription? It only renewed today so a month with no Apple Music? You’re kidding?!",subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,496800,496802,Fri Dec 01 19:03:46 +0000 2017,@233536 We'd recommend reaching out to our iTunes Store team directly for additional help. Click here to get started with them: https://t.co/SDIe7UiyJN
G067,I got an one saying someone paid $400 for a yoga subscription on my apple acct. when I went to log in it said my acct was locked and asked for my social security number too. had to change my password bc I already put my login in :-( it looks just like,subscription,ESCALATE,Address subscription settings/cancellation without making unsupported billing promises.,486268,501504,Fri Dec 01 19:15:13 +0000 2017,@234819 This article may help: https://t.co/ufbG3Gx5bq You can reach out with questions here: https://t.co/UJm15vmMM2
G068,"I’ve never been able to figure out how to set all my family members up on our Apple Music family subscription without their song likes, plays and library additions showing up on my profile (which is the master account). Any detailed instructions anywhere on this?",subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,505071,505069,Fri Dec 01 20:29:47 +0000 2017,@235792 We'd like to help out the best way we can with your family's subscription to Apple Music and your library. Does their additions and songs appear on only one device or multiple? How many family members do you have on the account? Do these appear from all members?
G069,@115858 where is all my music that was in my library? and why do i have to renew my subscription?,subscription,ESCALATE,Address subscription settings/cancellation and avoid unsupported billing claims.,39623,39622,Wed Nov 01 14:30:05 +0000 2017,"@124666 We're here to help! To get us started, may we get the device we're working with and the OS version?"
G070,how do u cancel subscriptions that come out every month x,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,1535710,1535709,Fri Nov 03 20:03:46 +0000 2017,@476180 We can help out with this. Check this article for all the info: https://t.co/YKDbvueXrq
G071,does apple music not offer $9.99 subscription plans anymore? not tryna pay $15 a month .. 😒,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,2207576,2207574,Fri Nov 10 01:07:48 +0000 2017,"@645417 We're happy to explore options with you. So we can ensure we're offering accurate info, let us know what country you're located in, and whether your part of a Family Sharing group. You can also view current plans and pricing here: https://t.co/ECpoAofZJ7"
G072,hey guys how do I cancel my subscription?,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,2274280,2274278,Fri Nov 10 23:27:17 +0000 2017,@486293 We're here for you. Check out this article to cancel a subscription: https://t.co/vyd19gEs6v
G073,"if I receive a 3 months Apple Music gift card ($30), would I be able to use it on a student subscription and get 6 months?",subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,2592244,2592242,Fri Nov 17 01:03:39 +0000 2017,"@238205 Great Question! We're more than happy to provide some insight. Since you're already an Apple Music Member, the gift card will extend the date of your renewal. Take a look here: https://t.co/7K9t63djVB"
G074,"Hi Apple, is there a way to reverse an accidental in-app subscription TouchID confirmation? I made a mistake please help!!!",subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,2616642,2616641,Fri Nov 17 06:45:23 +0000 2017,@739572 We're here to assist. You may be able to resolve your issue here: https://t.co/tlZYM6JMKL
G075,"i need some help. I registered for Apple Music, Subscription got deducted but still its not working. Need help.",subscription,ESCALATE,Address subscription settings/cancellation without making unsupported billing promises.,2621195,2621194,Fri Nov 17 13:23:32 +0000 2017,"@740631 Let's help get your Apple Music account up and running. Tell us more about what happens when you try to access Apple Music features. Also, which device are you using?"
G076,Trying to renewal my apple music account but its not taking my card!!,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,2631488,2631487,Fri Nov 17 17:22:23 +0000 2017,@594066 Please reach out to our iTunes billing Support here: https://t.co/SDIe7UiyJN
G077,apple music has jammed and won't work. Pointless paying a subscription for something I can't even use. I think I'll be returning to . #iphone #music,subscription,AUTO-HANDLE,Address subscription settings/cancellation without making unsupported billing promises.,2641047,2641045,Fri Nov 17 19:05:35 +0000 2017,@168624 We'd like to help. What's happening when you try to use the Music app on your iPhone? https://t.co/GDrqU22YpT
