customer_tweet_id,support_tweet_id,customer_created_at,customer_text,support_text,customer_parent_id,word_count
96997,96996,Thu Nov 30 16:00:00 +0000 2017,Really disappointed with @115858 and their new iOS update. Too many glitches &amp; none of my apps run well.,"@137171 We're sorry to hear you're having issues with the update. We're happy to see what we can do to assist. What issues specifically are you having with your device? Also, what version of iOS are you on? The latest is iOS 11.1.2.",,19
208261,771182,Sat Oct 07 14:19:11 +0000 2017,@AppleSupport On my MBP with Yosemite I can’t update any app nor download new because verification always fail. How do I turn it off?,@304181 We've got your DM and will continue there shortly.,208231.0,24
688381,688380,Thu Oct 05 19:41:04 +0000 2017,Can @115858 make another update that doesn’t kill my battery after sending one text 🙄,@284450 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,15
2256447,2256445,Thu Oct 19 17:16:35 +0000 2017,"@AppleSupport Since IOS11 messages to my iPhone no longer appear on my iMac, iPad etc. What has changed and how do I get it back ?",@641881 We're here to help. DM us what iOS 11 version you are on and what software version your iMac is on. https://t.co/GDrqU22YpT,,26
2782039,2782038,Tue Nov 21 17:02:30 +0000 2017,@115858 now my phone jus won't charge? sigh y'all make it obvious,@776919 We know how important it is for your phone to be able to charge. The following article may help you get your phone charging again: https://t.co/uqxquyfdn0,,12
588099,588098,Sun Dec 03 13:29:07 +0000 2017,I am getting more and more frustrated with my @115858 products! #appletv doesn’t sign in #photo is not user friendly #iphone is temperamental! I could continue but I don’t have all day!,@258976 We appreciate you bringing this to our attention. We’d like to get you in touch with an expert from our Apple TV team to assist further. Use this link to get connected with them:   https://t.co/IBIY3vMgPj,,32
1588870,1588869,Sat Nov 04 19:44:53 +0000 2017,"@115858 @AppleSupport I’m going insane. Every time I type “I” it turns to an A and a symbol box. Only on apps, not on iMessage. HELP",@488603 We're here for you. Check out this article for help: https://t.co/xU1AGHStV6,,26
2027398,2027397,Mon Nov 06 17:36:32 +0000 2017,@115858 iOS still very glitchy turning “i” into garbled text. Guess y’all took the weekend off after that $AAPL earnings report. 😂,@599537 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,,22
300110,300109,Fri Oct 06 17:01:06 +0000 2017,@AppleSupport Also my volume button changes the volume by the on screen volume bar doesn’t move. Apps crash a lot.,@187565 We have released 11.0.2. Make sure you have a backup and then go ahead and get your iPhone updated: https://t.co/80YRnjDFDk,300111.0,20
1834075,1834074,Wed Oct 18 09:34:11 +0000 2017,My battery is was on 100% 30 mins ago now it’s on 65% what a joke @115858 your products are pants tbh crap battery life joke ting,@550151 We're happy to look into these battery issues with you. Let us know which device and operating system you're using via DM. https://t.co/GDrqU22YpT,,27
2047529,2047526,Wed Oct 18 22:57:33 +0000 2017,@AppleSupport my iPhone7 will continually ask for my gmail password when I'm not doing anything it's happening every minute how do I stop it,"@442656 We're here to help. Do you get any errors when you input your password? Also, which version of iOS are you currently running?",,24
1654644,1654643,Mon Nov 06 01:10:01 +0000 2017,Is the letter “I” messing up on any other iPhone users’ phones? What’s going on @AppleSupport??,@505000 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,16
1691858,1691857,Mon Nov 06 18:34:09 +0000 2017,I should’ve waited to download iOS11. Battery sucks now. And there needs to be an onion emoji! @AppleSupport fix that 💩,@513552 We'd like to help. Which iOS did you update to? When did you update? Let us know in DM. https://t.co/GDrqU22YpT,,21
322336,322333,Sat Oct 07 05:19:20 +0000 2017,@AppleSupport iOS 11.0.2! Phone no longer fit for purpose. Doctor on call!,@192790 We're here to help. Can you provide us more details on what is taking place with your device?,,12
2646308,2646307,Fri Nov 17 21:27:30 +0000 2017,Totally unimpressed with the service from @AppleSupport @115858.... wait for 30 minutes + in a que for a “genius” to clean your speakers with blue-tack and tell you it’s fixed...! 10 minutes later I receive a call and they still can’t hear me 🙄🤬!!,@746624 We'd like to hear more about this. Please DM us your model iPhone and the iOS version installed to get started. https://t.co/GDrqU22YpT,,44
1949862,1949861,Sun Oct 29 04:41:16 +0000 2017,@AppleSupport My iPhone 6 charger adapter is not charging my phone. buy just before a month. https://t.co/HGvbIDUPrD,@579194 We know you need your power adapter working so you can charge your iPhone. Please DM us the country you're located in. https://t.co/GDrqU22YpT,,17
795850,795849,Thu Oct 12 11:36:57 +0000 2017,Why is my brand new iPhone 7 such a shit show !? @115858,@309757 Tell us more about the issue you're experiencing via DM so we can help. https://t.co/GDrqU22YpT,,13
2452923,2452920,Sun Oct 29 18:19:07 +0000 2017,"@115858 word to the technical gurus behind the new update.... it stinks!! Pls get your oopsie update fixed!! Phone locks up, freezes, slow",@702778 We'd like to help with your issues to get it working smoothly again. Is iOS 11.0.3 installed on it currently? Which model is it?,,23
2588314,2588313,Mon Oct 30 18:28:47 +0000 2017,@AppleSupport The battery on my iPhone diminishes precipitously – what’s the best way to check if I need to buy a new one?,@733294 We're glad to assist. What iPhone model and what iOS version is it on? How long has this been an issue?,,23
1859967,1859966,Thu Oct 19 15:45:47 +0000 2017,@AppleSupport is there a way to fix freezing/lagging problems with an iPhone? Been having problems everyday since updating it to iOS 11.0.3,"@349147 We'd like to look into this with you. To get started, DM us which iPhone you're using and we'll work from there: https://t.co/GDrqU22YpT",,22
2169862,2169861,Thu Nov 09 03:27:05 +0000 2017,"@AppleSupport This was the first time it happened in the Messages app. Some other apps, especially Snapchat, have been freezing and crashing as well.","@636536 Understood. Please DM and, and we will continue from there. https://t.co/GDrqU22YpT",2169863.0,24
87125,2947061,Wed Nov 29 14:40:00 +0000 2017,"@AppleSupport Hi, i dont know why but i’ve lost thousands of videos and images after the latest software update?! How can i get them back?","@813974 Photos and videos are a big part of why we like our devices too. Let's see where your photos and videos are. Which device are you using? Are you using iCloud? If you log into this site from a computer, are you able to see your photos: https://t.co/9bUADNIlYp?",87091.0,25
652997,652996,Wed Nov 22 21:12:13 +0000 2017,"Thanks, @115858.   $900B company. $1,100 iPhone X.   Every time Tha\T’ I type “that”, it autocorrects to “Tha\T’”.   FIX IT!!!!!",@275271 Hey there. Congratulations on your new iPhone X. Let's figure out what's happening with autocorrect. Please DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT,,19
2266068,2266066,Sat Nov 11 03:57:21 +0000 2017,"@115858 @AppleSupport just got iPhone X, dead on arrival.  Won't charge, start up, completely dead.  Come on guys, what happened to ""it just works""?  Especially after 3AM EST preorder...",@659596 We're so sorry you're having issues with your new iPhone! Send us a DM and we can look into this with you. https://t.co/GDrqU22YpT,,29
215847,215849,Wed Oct 04 21:32:19 +0000 2017,@AppleSupport And my sim card (att) continues to leave the network (sim failure),"@167331 Okay, thanks. Let's get updated to iOS 11.0.2. Follow the steps here: https://t.co/80YRnjDFDk DM us if the issue continues. https://t.co/GDrqU22YpT",215846.0,13
2581942,2581941,Thu Nov 16 22:40:27 +0000 2017,@AppleSupport my purchased text tones don’t work anymore 🤔,@731749 We'd like to see how we can help. Join us in DM and we'll get started. https://t.co/GDrqU2kzhr,,9
2417462,2417461,Tue Nov 14 17:19:25 +0000 2017,Man @AppleSupport what’s up with y’all service today. I’ve been disconnected 4 times today just get another AirPods charging case. And still don’t have an order placed. I’m just gonna go in store. https://t.co/MVW8KZPg3q,@694713 Let's see if we can help save you a trip. DM us the country you are located in and we'll continue there. https://t.co/GDrqU22YpT,,34
481748,481747,Fri Dec 01 06:11:00 +0000 2017,@AppleSupport we got a real problem this time fam. Y’all got me fucked up forreal. This dumb ass Apple Watch done broke my wrist out into a rash y’all gotta see me immediately,@229506 We're glad you reached out. We'd like to know more about what's happening. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,33
2043503,2043502,Wed Oct 04 22:47:39 +0000 2017,"@AppleSupport Starting today, Instagram is crashing on iOS11. Also, battery is draining like water on my iPhone. Can you do anything?",@604307 We can certainly help. Look at this article for help with your app crashing. DM us about your battery: https://t.co/fUZ0NRJxcn https://t.co/GDrqU22YpT,,21
702149,702148,Fri Oct 06 00:38:08 +0000 2017,"@AppleSupport Since updating to iOS 11,Music app's been crashing if i'm connected to wifi. What should i do?",@287681 You've come to the right place. DM us the specifics and we'll work from there. https://t.co/GDrqU22YpT,,18
2605773,2605775,Mon Oct 30 20:54:03 +0000 2017,@AppleSupport Both. It no longer will connect through USB at all. It connects via BT but it will not play through the speakers.,@536668 Let's take a closer look into this. DM us the exact OS version and we'll go from there. https://t.co/GDrqU22YpT,2605772.0,23
2477582,2477581,Wed Nov 15 08:01:19 +0000 2017,"if anyone has been trying to get in touch with me I updated my phone and now it won't charge. @115858, I admire your business strategies.","@708155 We want to make sure you're able to charge your iPhone. We'll do everything we can to help. To start, check out the following article: https://t.co/uqxquyfdn0  If you're still having issues after that, reach out to us via DM. https://t.co/GDrqU22YpT",,26
2291475,2291477,Thu Oct 19 19:55:09 +0000 2017,@AppleSupport I just don’t any sound for notifications,"@627759 Got it. Review the section regarding changing alert styles, and let us know if that does the trick: https://t.co/2txgOv5s2M",2291473.0,8
567608,567607,Sun Dec 03 02:07:26 +0000 2017,@253132 @115858 @AppleSupport Which version did you update to? Should I wait??? Mine has been 💩💩💩💩 since the last couple of updates. 😬,"@253131 Let us know via DM which issues you've run in to, then we'll be happy to help out from there. https://t.co/GDrqU22YpT",567610.0,23
1083993,1083992,Mon Oct 23 17:28:59 +0000 2017,@AppleSupport I just upgraded to 11.0.3 and top layout is messed up. Suggestions to fix? Already turned on/off. Thx https://t.co/hvYhQJTnlW,@375695 Thanks for reaching out to us. Are you seeing anything in particular that seems out of place?,,20
1130598,1130597,Sun Oct 15 12:16:27 +0000 2017,@AppleSupport music app not working on my 7 plus and also not able to updating 11.0.3 getting stuck what I should do,@386446 Thanks for reaching out to us. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT,,22
2429271,2429270,Tue Nov 14 19:56:28 +0000 2017,@AppleSupport I’ll send this again seeing as I didn’t get a reply when I last posted; updated to the latest IOS (11.1.1) and I’m still seeing the stupid question mark everywhere!,"@697435 We'd like to help. Are you seeing this issue when you type or only when others type? If you are seeing this when you type, DM us. If not, the issue is not on your device. https://t.co/GDrqU22YpT",,31
1877125,1877124,Sun Oct 22 04:39:39 +0000 2017,@115858 FIX UR SHIT MY MUSIC APP WAS WORKING LAST WEEK NOW THAT I WANNA MAKE A NEW PLAYLIST SHIT FROM LAST MONTH IS HAPPENING AGAIN,@560340 We'd like to work with you on this. Meet us in DM. We'll create a plan after we get some additional information about the issue. https://t.co/GDrqU22YpT,,26
1858231,1858230,Thu Oct 19 12:27:50 +0000 2017,@AppleSupport pressed the link for 3 months free trail. Already charged me???,@265531 Thank you for reaching out to us. Could you please share a few details with us in DM about what you're experiencing? https://t.co/GDrqU22YpT,,12
1341750,1341749,Fri Oct 27 12:32:03 +0000 2017,@AppleSupport I’m locked out of my iMac - done recovery but when I go to install osx it says temporarily unavailable and it has for 3 days,@432956 We'd like to look into this with you. Which version of macOS are you trying to reinstall?,,27
2689476,2689474,Sun Nov 19 12:42:37 +0000 2017,@AppleSupport hi the ios is getting bad with the new update a lot of problems the phone stop working sometimes note8 is waiting 🧐,"@756139 We'd like to help with any issues you're experiencing. Please let us know which iPhone model and version of iOS you're using, and we'll help get to the bottom of it with you.",,24
2784641,2784643,Tue Nov 21 18:25:27 +0000 2017,@AppleSupport Done this. Still having the same problem though :( reading on the internet something about the battery swelling from people that have had similar problems.,"@777511 Great work so far. We've received your DM, and we'll continue working together there.",2784640.0,26
1451559,1451558,Thu Nov 02 16:09:12 +0000 2017,@AppleSupport how to know about iphone purchased country.,@456846 We've received your DM and look forward to working with you there.,,8
1508677,1508676,Fri Nov 03 05:32:54 +0000 2017,Why tf is apple charging me $23 to update my apps? @115858,@470172 Our iTunes support team will be glad to partner with you on this. They can be reached here: https://t.co/SDIe7UiyJN,,12
1915424,1915423,Thu Oct 26 00:32:35 +0000 2017,"@AppleSupport Spent 5 hrs in last two days trying to get my new iPhone 8 work and I don't see any solid solution. Apple Care says something, apple associates at store something. Is there an end to it? Seriously thinking of switching back to my android.",@394193 That's not the experience we want you to have. Reach out to us over DM and we can continue working with you. https://t.co/GDrqU22YpT,,46
1018839,1018838,Sun Oct 22 20:58:55 +0000 2017,@AppleSupport There's a bug in Mac's OS that won't open video files.  Not even video files shot with the #iPhone  #HighSierra 10.13 is a mess! https://t.co/0QLGVZB2ag,@361073 We want you to have a seamless transition when opening video files. What app are you using on the Mac to open them?,,26
1998730,1998729,Thu Nov 02 17:31:56 +0000 2017,@AppleSupport please fix this trash update. I have to restart my phone literally 20 times a day,@590981 Hello. We want your iPhone to be nimble and ready to use when you need it. Let's check a few things together via DM. https://t.co/GDrqU22YpT,,17
2947116,2947114,Wed Nov 29 12:57:34 +0000 2017,"Had my iPhone plugged in overnight and somehow, it drained the charge when it should be gaining it... @AppleSupport",@565226 Always glad to help. Where is the iPhone plugged in for charging?  Is this a wall outlet or computer USB port?,,19
2048405,2048404,Thu Oct 05 12:55:10 +0000 2017,. @AppleSupport watch and phone time are out of sync for 1+ hour now. Crucial in the mornings @115858 https://t.co/qGt9p2kZQH,"@605785 Check out this article and verify the Settings are ""Set Automatically"" https://t.co/LrZacC2tay Send us a DM and let us know. https://t.co/GDrqU22YpT",,20
2208870,2208869,Thu Oct 19 13:02:07 +0000 2017,@115858 Oh wait i know why... bc i happened to update to ios 11 😒,@645715 Thanks for reaching out to us. We'd like to help you out. Please meet us in DM to troubleshoot. https://t.co/GDrqU22YpT,2208871.0,15
2311847,2311845,Sun Nov 12 20:43:51 +0000 2017,why is @115858 @115948 charging me $12.99 a month when i'm a student and i signed up for $4.99 a month. i'm an unhappy customer.,"@670449 Thanks for contacting us, we're here for you. Please reach out to our iTunes Store team for assistance with your billing issue via this link: https://t.co/SDIe7UiyJN",,25
538719,538722,Sat Dec 02 14:22:22 +0000 2017,@AppleSupport I update my device as soon as the update comes. See I have seen which apps take up battery and I have no objection. My only objection is why does my phone turn off automatically at around 5-7%. And when I plug in it restarts.,"@244904 For our next steps, have you made sure to check all the steps here to make sure we're getting the most out of that battery: https://t.co/bivpdfBNJ6 Let us know in DM to continue. https://t.co/GDrqU22YpT",538718.0,46
2287424,2287422,Sun Nov 12 01:28:38 +0000 2017,Damnit @115858 why can’t you fix this. Update an app and it freezes when done like this. ALL THE TIME. Solution? Reboot phone! #pathetic https://t.co/XDvPz4EmxF,@664595 Let's look into this for you. Send us a DM with your current iOS version and we can get started.,,25
2105956,2105955,Wed Nov 08 04:26:13 +0000 2017,@AppleSupport (jk never android) but please fix it. Please,@250292 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2105957.0,9
1905953,1905952,Wed Oct 25 07:58:53 +0000 2017,"@AppleSupport When using the personal hotspot, it's not possible to connect to a PPTP/L2TP vpn server since iOS11. Why??",@567934 We'd like to look into what you are seeing when you use that Personal Hotspot. Could you join us in DM and we'll get started? https://t.co/GDrqU22YpT,,19
622620,622619,Wed Nov 22 17:32:30 +0000 2017,@AppleSupport It was through the Apple Store App. She paid full price for an unlocked phone and didn’t go through her carrier at all.,@267778 Let's get you pointed in the right direction for help with your mom's order. Please DM us with the country where your mom is located. https://t.co/GDrqU22YpT,622621.0,24
794628,794627,Thu Oct 12 09:41:51 +0000 2017,Since the most recent update my iPhone 6 won't hold a charge nearly as long as it used to. Why @115858 ??,@309457 We'd like to look into your concerns. Reach out via DM and let us know what version of iOS you're using. https://t.co/GDrqU22YpT,,22
799357,799356,Mon Oct 16 16:29:51 +0000 2017,Nice update @AppleSupport now I can’t send video to an Android via text... #whathappened #thisisntnew #oldproblem #fixit,@310538 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,17
2013183,2013182,Sun Nov 05 05:19:58 +0000 2017,@AppleSupport why is my phone this slow when I text and what is that stupid A?! https://t.co/RIRois3sOF,@595276 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,,17
2281705,2281703,Sat Nov 11 18:25:20 +0000 2017,@AppleSupport @115858 Not satisfied with iPhone 7 battery!! After replacing the battery still facing same problem! Please do the needful !,@663224 We're always glad to lend a hand. Could you let us know how long ago you had the battery replaced? Would you also let us know which version of iOS you have installed? You can find that at Settings &gt; General &gt; About.,,21
1867531,1867530,Fri Oct 20 20:19:40 +0000 2017,@AppleSupport why does my almost-new iPhone go from 100% charge to dead in less than 20 minutes? This is unacceptable.,@557885 We can help. Try following these steps and DM us what iPhone you are using if you still have issues: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT,,20
1708553,1708552,Tue Nov 07 00:07:37 +0000 2017,@115858 YOUR STUPID PHONE RANDOMLY ERASED EVERYTHING OUT OF MY PHONE WITHOUT RESTARTING OR ANYTHING. WTF. FUCKING HATE APPLE. 🖕🏼🖕🏼🖕🏼,@517735 We'd love to help you recover your data. Please send us a DM and we'll get going. https://t.co/GDrqU22YpT,,20
1850847,1850846,Wed Oct 18 22:07:57 +0000 2017,"@AppleSupport Also, when I use certain charger cables, my screen goes utterly bats***, typing and tapping by itself. Not cool, guys. Knock it off.",@554044 Thanks for keeping us updated. Which device are we working with today? Let us know in DM and we'll continue there. https://t.co/GDrqU22YpT,1850849.0,24
1710047,1710046,Tue Nov 07 00:41:12 +0000 2017,"Dear @115858 can you please fix this stupid glitch with the “I” key turning to a question mark? Sincerely, EVERYONE on planet earth.",@518102 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,23
552185,552184,Sat Dec 02 14:40:23 +0000 2017,"@115858 eres una mierda hay problemas de reinicio con #iOS11 la versión 1.2 me fregaste mi día pendejos. Me dices actualiza, pero como mierda actualizo si se reinicia cada 30 segundos",@248730 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,31
1549978,1549977,Tue Nov 07 14:14:27 +0000 2017,@AppleSupport will Apple be adding the podcast app to the watch soon? I️ had to return my watch when I learned th re was no podcast app.,@479739 We'd like to look into this with you. Send us a DM. https://t.co/GDrqU22YpT,,27
319972,319974,Thu Sep 21 17:09:23 +0000 2017,@AppleSupport I have never used iCloud to back up my phone ever and have never had this problem before upgrading OS’s.,@192269 Got it.  We received your DM and will continue with you there.,319971.0,21
2549881,2549883,Mon Oct 30 22:14:54 +0000 2017,@AppleSupport At least 20% in 10 minutes of use.,@724468 Thanks. We'll need to continue this in DM. Join us there. https://t.co/GDrqU22YpT,2549879.0,9
1217583,1217582,Wed Oct 25 11:39:58 +0000 2017,"@AppleSupport UGH, my battery like on iPhobe 6S is WORSE THAN EVER on 11.0.3. Drops 2% in 10 seconds while opening apps. We NEED a fix!",@405707 We can assist you. Please DM us via the following link and we'll help you further from there. https://t.co/GDrqU22YpT,,26
1106251,1106250,Sat Oct 14 01:09:57 +0000 2017,My pictures just disappeared but they are still in my iCloud how do i restore them back to my camera roll @AppleSupport,@381077 We'd like to help. DM us what iOS version you're on and we'll get started. https://t.co/GDrqU22YpT,,22
2434657,2434658,Sun Oct 29 15:07:22 +0000 2017,"@AppleSupport There’s no iTunes showing and I know I got an album last week, and I’m guessing my family member got another yesterday.","@364055 If you’re having a problem with viewing purchases, you’ll need to contact our iTunes Store Support: https://t.co/SDIe7UiyJN",2434656.0,23
2117141,2117140,Wed Nov 08 04:56:16 +0000 2017,@AppleSupport How do I remove my credit card and select the “None” option https://t.co/5vLnpdk3lz,@531278 We’re glad you reached out. Please meet us in DM so we can take a closer look at this with you. https://t.co/GDrqU22YpT,,14
1606765,1606767,Sun Nov 05 05:30:43 +0000 2017,"@AppleSupport It appears in every application, at seemingly random times, and everything in the App Store is up to date.",@335376 Thank you for letting us know when the message is occurring. We'd like to delve into this further. DM us the country you're in. https://t.co/GDrqU22YpT,1606764.0,20
1510540,1510539,Fri Nov 03 07:09:02 +0000 2017,"@AppleSupport The new Arabic font in iOS11 isn’t working with all browsers and apps , many of them are working with the old font , why ?????",@470600 We’re here to address your concerns. Let us know in DM which apps aren’t working as expected. https://t.co/GDrqU22YpT,,27
814915,814914,Thu Oct 12 20:01:04 +0000 2017,So...@115858 my iphone is plugged into the charger but somehow it’s dying...explain. https://t.co/T73jydfdsm,"@314068 We can happily help. Have you tried a different charger or wall outlet by chance? If not, give that a try for us.",,13
939769,939771,Sat Oct 21 15:40:00 +0000 2017,@AppleSupport How can I fix my phone screen in suadi ??,@172403 Let's check out the options. Meet up with us in DM and we'll see what's available. https://t.co/GDrqU22YpT,939768.0,11
1528765,1528764,Fri Nov 03 15:00:37 +0000 2017,"@AppleSupport how come iTunes says ""purchased"" on Taylor Swift's new song but it isn't appearing in music???",@284299 We're here to help. Let's make sure it's not hidden: https://t.co/jjLUETEY0J Do these steps help?,,17
2341879,2341878,Mon Nov 13 11:59:31 +0000 2017,How to fix gps error while drive car in my iphone x ? #iPhoneX  #iphoneXproblem @AppleSupport,@677401 We'll be happy to help. DM us and we'll get started. https://t.co/GDrqU22YpT,,16
581947,581946,Sun Dec 03 04:30:04 +0000 2017,High Sierra is probably Apple’s buggiest OS yet. At least one problem a day. @115858 needs to address this.,@257165 We'd love to work with you. Please DM us including what you're experiencing. https://t.co/GDrqU22YpT,,19
1920012,1920011,Wed Oct 18 14:17:51 +0000 2017,"@AppleSupport help with IOS11.0.3. Ipad pro,1st gen freezes very freq and needs to shut down, iphone 6 plus very slow and unresponsive. Solutions?","@571593 Hello. We know device performance is important. Send us a DM, and we'll take a look into  this. https://t.co/GDrqU22YpT",,23
2367837,2367838,Tue Nov 14 02:50:17 +0000 2017,@AppleSupport something else  I can not access applications  The screen stops when I try to type a PIN number for the screen,"@683394 Let us know whether this is occurring when it's on a charger, running on battery, or both in DM. We'll investigate further from there. https://t.co/GDrqU22YpT",2367836.0,22
2960122,2960121,Wed Nov 29 20:08:58 +0000 2017,@AppleSupport hi I purchased an Apple Watch on line nearly a week ago which you sent Sunday via @122232 which they have failed to deliver or tell me when it will be delivered an expensive purchase with no communication and no present on my wife’s birthday please help,@816976 For further assistance with you order we'd recommend reaching out to our experts here: https://t.co/8yjRd1Xo0i,,48
2374391,2374390,Tue Nov 14 01:39:27 +0000 2017,@115858 @AppleSupport my phones charging slow &amp; dying fast after this last update 😒,@684946 Thanks for reaching out to us. We're here to help with your charging issue. Are you using the Apple branded charging cord and adapter that came with your iPhone?,,14
